id,account,reward_steem,reward_sbd,reward_vests,timestamp
NULL,arorapuneet,0,0,22069271,2019-02-03 12:03:30
NULL,woolfe19861008,0,0,4012587,2019-02-03 12:03:30
NULL,jpederson96,0,0,2006318,2019-02-03 12:03:30
NULL,planetenamek,0,0,4012607,2019-02-03 12:03:30
NULL,dongfengman,0,0,20062939,2019-02-03 12:03:30
NULL,shebe,0,0,56175654,2019-02-03 12:03:30
NULL,love-peace,0,0,4012596,2019-02-03 12:03:30
NULL,flatman,0,0,6018884,2019-02-03 12:03:30
NULL,safran,0,0,38119691,2019-02-03 12:03:45
NULL,demotruk,0,0,916877195,2019-02-03 12:03:45
NULL,shihabieee,0,0,22069251,2019-02-03 12:03:45
NULL,saadmehmood,0,0,14044185,2019-02-03 12:03:45
NULL,sweet-jenny8,0,0,20062939,2019-02-03 12:03:45
NULL,ayobami99,0,0,46145202,2019-02-03 12:03:45
NULL,linuslee0216,0,0,2006322,2019-02-03 12:03:45
NULL,lilypang22,0,0,2006293,2019-02-03 12:03:45
NULL,antonireviews,24,0,108340371,2019-02-03 12:03:45
NULL,spooks,0,0,50157636,2019-02-03 12:03:45
NULL,anxin,0,0,2006293,2019-02-03 12:03:45
NULL,shikika,0,0,760387365,2019-02-03 12:03:45
NULL,fanso,0,0,2006293,2019-02-03 12:03:45
NULL,my-art,0,0,4012595,2019-02-03 12:03:45
NULL,ernick,0,0,26082051,2019-02-03 12:03:45
NULL,oendertuerk,0,0,308964756,2019-02-03 12:03:45
NULL,ethanlee,0,0,2006293,2019-02-03 12:03:45
NULL,jrhughes,0,0,12037791,2019-02-03 12:03:45
NULL,simba,0,0,834636765,2019-02-03 12:03:45
NULL,ebargains,0,0,2006204,2019-02-03 12:03:45
NULL,sketch17,0,0,2006294,2019-02-03 12:03:45
NULL,konti,0,0,54170416,2019-02-03 12:03:45
NULL,laiyuehta,0,0,4012587,2019-02-03 12:03:45
NULL,thewealthunit,0,0,18056677,2019-02-03 12:03:45
NULL,davedickeyyall,0,0,319008662,2019-02-03 12:03:45
NULL,shae-meyer,0,0,56176455,2019-02-03 12:03:45
NULL,sanjeevm,0,0,114359803,2019-02-03 12:03:45
NULL,coffeedrinker51,0,0,26081883,2019-02-03 12:03:45
NULL,phogyan,0,0,10031373,2019-02-03 12:03:45
NULL,inspiring,0,0,10031483,2019-02-03 12:03:45
NULL,germanaure,0,0,2006311,2019-02-03 12:03:45
NULL,dabeckster,0,0,18056681,2019-02-03 12:03:45
NULL,heathergirl,0,0,8025221,2019-02-03 12:03:45
NULL,investegg,0,0,1346236127,2019-02-03 12:03:45
NULL,carlagonz,0,0,2006306,2019-02-03 12:03:45
NULL,june0620,414,1,1031239234,2019-02-03 12:03:45
NULL,dong262514,0,0,523647475,2019-02-03 12:03:45
NULL,ohamdache,0,0,36113373,2019-02-03 12:03:45
NULL,coar,0,0,2006300,2019-02-03 12:03:45
NULL,rvgenaille,138,0,351104557,2019-02-03 12:03:45
NULL,aftabkhan10,0,0,46144867,2019-02-03 12:03:45
NULL,ctime,0,0,12037762,2019-02-03 12:03:45
NULL,madushanka,468,0,1801657425,2019-02-03 12:03:45
NULL,beautifulbullies,2721,8,5669807702,2019-02-03 12:03:45
NULL,digital.mine,969,0,6649358245,2019-02-03 12:03:45
NULL,alexanderfluke,0,0,44138468,2019-02-03 12:03:45
NULL,vladimgor,0,0,14044207,2019-02-03 12:03:45
NULL,tatyanamishenko,0,0,2006299,2019-02-03 12:03:45
NULL,mahyailyas,0,0,2006297,2019-02-03 12:03:45
NULL,resiliencia,0,0,26081820,2019-02-03 12:03:45
NULL,siberianshamen,0,0,10031519,2019-02-03 12:03:45
NULL,steemit-turkey,0,0,6018918,2019-02-03 12:03:45
NULL,nadin3,0,0,190603304,2019-02-03 12:03:45
NULL,anforo,0,0,415304647,2019-02-03 12:03:45
NULL,htliao,148,0,417309203,2019-02-03 12:03:45
NULL,jmcgready,0,0,6018884,2019-02-03 12:03:45
NULL,abdt,0,0,4012637,2019-02-03 12:03:45
NULL,detlef-s,0,0,34107112,2019-02-03 12:03:45
NULL,jodipamungkas,1097,3,2325401184,2019-02-03 12:03:45
NULL,investingpennies,0,0,12037763,2019-02-03 12:03:45
NULL,ctime,0,0,2006293,2019-02-03 12:03:45
NULL,masummim50,0,0,120378150,2019-02-03 12:03:45
NULL,malekalmsaddi,0,0,1304105870,2019-02-03 12:03:45
NULL,prasanna,0,0,30094408,2019-02-03 12:03:45
NULL,mikepm74,0,0,52164117,2019-02-03 12:03:45
NULL,teamhumble,9061,4,19601580218,2019-02-03 12:03:45
NULL,biggordo,0,0,2006297,2019-02-03 12:03:45
NULL,jonnyrevolution,0,0,14044256,2019-02-03 12:03:45
NULL,kamikaze,0,0,704214574,2019-02-03 12:03:45
NULL,jahangirbalti,0,0,24075797,2019-02-03 12:03:45
NULL,musismail,184,0,487530948,2019-02-03 12:03:45
NULL,gamersnews,0,0,2006300,2019-02-03 12:03:45
NULL,tard,0,0,230724783,2019-02-03 12:03:45
NULL,pearica,0,0,176554490,2019-02-03 12:03:45
NULL,edith4angelseu,900,2,1841807906,2019-02-03 12:03:45
NULL,touristpk,0,0,22069280,2019-02-03 12:03:45
NULL,nodaji,0,0,2006293,2019-02-03 12:03:45
NULL,anouk.nox,0,0,58182936,2019-02-03 12:03:45
NULL,leeyh,0,0,24075527,2019-02-03 12:03:45
NULL,frost04,0,0,48150961,2019-02-03 12:03:45
NULL,ctyptouniverse,0,0,1584987400,2019-02-03 12:03:45
NULL,blockops,0,0,3254229702,2019-02-03 12:03:45
NULL,garudi,0,0,46144384,2019-02-03 12:03:45
NULL,cotarelo,0,0,164517316,2019-02-03 12:03:45
NULL,quekery,0,0,46145048,2019-02-03 12:03:45
NULL,lisaocampo,0,0,222700208,2019-02-03 12:03:45
NULL,emanuellindqvist,0,0,32100777,2019-02-03 12:03:45
NULL,sighmanjestah,0,0,2006300,2019-02-03 12:03:45
NULL,aximkrat,0,0,8025245,2019-02-03 12:03:45
NULL,qurator,11787,37,40920985822,2019-02-03 12:03:45
NULL,bssman,0,0,6018884,2019-02-03 12:03:45
NULL,sostrin,0,0,4012624,2019-02-03 12:03:45
NULL,sp-group,0,0,2156842423,2019-02-03 12:03:45
NULL,tshering-tamang,0,0,479506164,2019-02-03 12:03:45
NULL,takeru255,0,0,2006293,2019-02-03 12:03:45
NULL,acidmaster,0,0,34107366,2019-02-03 12:03:45
NULL,equipodelta,0,0,6018876,2019-02-03 12:03:45
NULL,alexmorenoec,0,0,4012597,2019-02-03 12:03:45
NULL,onceuponatime,0,0,1574941115,2019-02-03 12:03:45
NULL,abbak7,178,0,1803659973,2019-02-03 12:03:45
NULL,alishannoor,0,0,246774383,2019-02-03 12:03:45
NULL,teukurival,0,0,10031558,2019-02-03 12:03:45
NULL,nubchai,0,0,4012624,2019-02-03 12:03:45
NULL,puncakbukit,0,0,202636489,2019-02-03 12:03:45
NULL,bestlife,0,0,44138549,2019-02-03 12:03:45
NULL,upyourpost,0,0,14044054,2019-02-03 12:03:45
NULL,andruto,0,0,8025222,2019-02-03 12:03:45
NULL,nasgu,0,0,658070936,2019-02-03 12:03:45
NULL,pravda,0,0,40125952,2019-02-03 12:03:45
NULL,honolulu,0,0,156491863,2019-02-03 12:03:45
NULL,furious-one,0,0,122383927,2019-02-03 12:03:45
NULL,raviraj,0,0,20062967,2019-02-03 12:03:45
NULL,jeffreymartin,74,0,148471916,2019-02-03 12:03:45
NULL,littleboy,0,0,383204109,2019-02-03 12:03:45
NULL,moondancer762,0,0,4012589,2019-02-03 12:03:45
NULL,mystry360,0,0,4012634,2019-02-03 12:03:45
NULL,steemconductor,0,0,18056644,2019-02-03 12:03:45
NULL,guyfawkes,0,0,12037813,2019-02-03 12:03:45
NULL,bankplethora,0,0,8025579,2019-02-03 12:03:45
NULL,frsvp,0,0,26081906,2019-02-03 12:03:45
NULL,balticbadger,0,0,10031473,2019-02-03 12:03:45
NULL,rollsman,205,0,417312990,2019-02-03 12:03:45
NULL,ligayagardener,37,0,86271371,2019-02-03 12:03:45
NULL,gringo211985,0,0,2006309,2019-02-03 12:03:45
NULL,bigdizzle91,0,0,90283623,2019-02-03 12:03:45
NULL,steemguardian,0,0,12037763,2019-02-03 12:03:45
NULL,wassabiandlatte,0,0,28088896,2019-02-03 12:03:45
NULL,mooe,0,0,6018937,2019-02-03 12:03:45
NULL,agnessa,0,0,6018901,2019-02-03 12:03:45
NULL,braveheart29,0,0,36113574,2019-02-03 12:03:45
NULL,aluhut,376,0,1075381861,2019-02-03 12:03:45
NULL,ajks,0,0,44116467069,2019-02-03 12:03:45
NULL,templo,0,0,148466172,2019-02-03 12:03:45
NULL,raycoms,0,0,10031469,2019-02-03 12:03:45
NULL,intro.bot,0,0,18056643,2019-02-03 12:03:45
NULL,praditya,46,0,104328363,2019-02-03 12:03:45
NULL,toxichustle,0,0,42132365,2019-02-03 12:03:45
NULL,fatkat,0,0,14044118,2019-02-03 12:03:45
NULL,allizz,0,0,12037763,2019-02-03 12:03:45
NULL,cool191,0,0,132415844,2019-02-03 12:03:45
NULL,leir,0,0,10031483,2019-02-03 12:03:45
NULL,djennyfloro,0,0,6018895,2019-02-03 12:03:45
NULL,gary911,0,0,2006296,2019-02-03 12:03:45
NULL,lozzmon,3646,11,8252244545,2019-02-03 12:03:45
NULL,morwhale,0,0,24075526,2019-02-03 12:03:45
NULL,lanceman,0,0,6018930,2019-02-03 12:03:45
NULL,cryptoeater,0,0,46144919,2019-02-03 12:03:45
NULL,grooming,0,0,10031489,2019-02-03 12:03:45
NULL,wf9877,0,0,319005582,2019-02-03 12:03:45
NULL,jerre-nl,0,0,6018937,2019-02-03 12:03:45
NULL,simi,0,0,94296509,2019-02-03 12:03:45
NULL,ilovemylife,0,0,66207818,2019-02-03 12:03:45
NULL,arctan,0,0,16050416,2019-02-03 12:03:45
NULL,palani,0,0,18056726,2019-02-03 12:03:45
NULL,share2steem,20,0,184578991,2019-02-03 12:03:45
NULL,cjsdns,0,0,2114642152,2019-02-03 12:03:45
NULL,hungrybanana,0,0,56176620,2019-02-03 12:03:45
NULL,triniton,0,0,16050443,2019-02-03 12:03:45
NULL,oscarcede,3364,10,6847824668,2019-02-03 12:03:45
NULL,sahil07,0,0,24075832,2019-02-03 12:03:45
NULL,upyourpost,0,0,8025173,2019-02-03 12:03:45
NULL,gogogadgetupvote,0,0,130410293,2019-02-03 12:03:45
NULL,ozoo,0,0,118372224,2019-02-03 12:03:45
NULL,nicholas83,0,0,10031493,2019-02-03 12:03:45
NULL,anjana77,0,0,6018937,2019-02-03 12:03:45
NULL,sonu084,0,0,6018918,2019-02-03 12:03:45
NULL,supertraff,0,0,14044131,2019-02-03 12:03:45
NULL,kaliju,0,0,525650113,2019-02-03 12:03:45
NULL,upyourpost,0,0,16050346,2019-02-03 12:03:45
NULL,kyawhlaing,0,0,22069238,2019-02-03 12:03:45
NULL,michaeljn,0,0,40125942,2019-02-03 12:03:45
NULL,akipponn,0,0,70220830,2019-02-03 12:03:45
NULL,samhamou,0,0,28088264,2019-02-03 12:03:45
NULL,monstermother,0,0,4012590,2019-02-03 12:03:45
NULL,phenombot,0,0,10031501,2019-02-03 12:03:45
NULL,cannonwar,0,0,1673265585,2019-02-03 12:03:45
NULL,sajib7,0,0,34107307,2019-02-03 12:03:45
NULL,omersurer,0,0,36113347,2019-02-03 12:03:45
NULL,magdalena1b,1318,4,2670967859,2019-02-03 12:03:45
NULL,bigbraincciuto,0,0,14044185,2019-02-03 12:03:45
NULL,upbloke,0,0,224706057,2019-02-03 12:03:45
NULL,senseye,0,0,194611630,2019-02-03 12:03:45
NULL,estream.studios,0,0,18056589,2019-02-03 12:03:45
NULL,tantrum,0,0,6018901,2019-02-03 12:03:45
NULL,photolander,0,0,6018898,2019-02-03 12:03:45
NULL,cryptokrieg,0,0,6018945,2019-02-03 12:03:45
NULL,xyzashu,0,0,64202096,2019-02-03 12:03:45
NULL,urdawg,0,0,272857143,2019-02-03 12:03:45
NULL,wdougwatson,0,0,4012634,2019-02-03 12:03:45
NULL,dandays,0,0,1721452942,2019-02-03 12:03:45
NULL,jeannart,0,0,6018893,2019-02-03 12:03:45
NULL,raoul.poenar,0,0,4012617,2019-02-03 12:03:45
NULL,cryp2me,0,0,4012594,2019-02-03 12:03:45
NULL,ctime,0,0,2006293,2019-02-03 12:03:45
NULL,amitraj,0,0,24075571,2019-02-03 12:03:45
NULL,nataliechickee,0,0,38119768,2019-02-03 12:03:45
NULL,tattoodjay,1513,4,3358538497,2019-02-03 12:03:45
NULL,zapata42,0,0,68214332,2019-02-03 12:03:45
NULL,dasha,0,0,120378188,2019-02-03 12:03:45
NULL,rhanna10km,0,0,6221556752,2019-02-03 12:03:45
NULL,share2steem,28,0,142446822,2019-02-03 12:03:45
NULL,ullikume,0,0,40126119,2019-02-03 12:03:45
NULL,hwan100,0,0,118371343,2019-02-03 12:03:45
NULL,nirob,0,0,14044185,2019-02-03 12:03:45
NULL,indigoocean,0,0,569788821,2019-02-03 12:03:45
NULL,axeman,12157,37,24691463576,2019-02-03 12:03:45
NULL,risemultiversity,0,0,2006298,2019-02-03 12:03:45
NULL,zymer,0,0,329033507,2019-02-03 12:03:45
NULL,masonmiler,0,0,116365599,2019-02-03 12:03:45
NULL,ctime,0,0,36113278,2019-02-03 12:03:45
NULL,peskov,0,0,120378274,2019-02-03 12:03:45
NULL,nickychu,601,1,1253934597,2019-02-03 12:03:45
NULL,ety001,559,1,1131565994,2019-02-03 12:03:45
NULL,mejustandrew,0,0,46145158,2019-02-03 12:03:45
NULL,ctime,0,0,10031466,2019-02-03 12:03:45
NULL,gruber,0,0,28088161,2019-02-03 12:03:45
NULL,briggsy,0,0,96302681,2019-02-03 12:03:45
NULL,izuchukwu1506,74,0,150472852,2019-02-03 12:03:45
NULL,emrebeyler,48807,154,100326732036,2019-02-03 12:03:45
NULL,senorcoconut,0,0,14044007,2019-02-03 12:03:45
NULL,nehomar,0,0,6018901,2019-02-03 12:03:45
NULL,share2steem,8,0,88276901,2019-02-03 12:03:45
NULL,sozdemir,0,0,226712616,2019-02-03 12:03:45
NULL,steemtaker,0,0,10028551,2019-02-03 12:03:45
NULL,sailingtohappy,0,0,1005159880,2019-02-03 12:03:45
NULL,sumit71428,0,0,12037784,2019-02-03 12:03:45
NULL,shanghaipreneur,0,0,18056690,2019-02-03 12:03:45
NULL,olsm,0,0,511609925,2019-02-03 12:03:45
NULL,ctime,0,0,22069225,2019-02-03 12:03:45
NULL,topqualitylife,0,0,2006312,2019-02-03 12:03:45
NULL,rockz,0,0,724274715,2019-02-03 12:03:45
NULL,nirgf,0,0,2006302,2019-02-03 12:03:45
NULL,akbarbadsha,527,1,1087421346,2019-02-03 12:03:45
NULL,sensigo,0,0,66207914,2019-02-03 12:03:45
NULL,drisers,0,0,138434439,2019-02-03 12:03:45
NULL,zoltarian,0,0,4012613,2019-02-03 12:03:45
NULL,votebank,0,0,60189168,2019-02-03 12:03:45
NULL,gunthertopp,0,0,1920026322,2019-02-03 12:03:45
NULL,kayyam09,0,0,6018936,2019-02-03 12:03:45
NULL,affeeeman,0,0,6018937,2019-02-03 12:03:45
NULL,bigslick,0,0,116365573,2019-02-03 12:03:45
NULL,nokodemion,0,0,6018879,2019-02-03 12:03:45
NULL,lost-ninja,0,0,68213966,2019-02-03 12:03:45
NULL,mercurybot,0,0,276868452,2019-02-03 12:03:45
NULL,glitterbooster,0,0,22069292,2019-02-03 12:03:45
NULL,sureshot,0,0,138434226,2019-02-03 12:03:45
NULL,hannesl,0,0,16050372,2019-02-03 12:03:45
NULL,steemyoda,0,0,445397075,2019-02-03 12:03:45
NULL,inceptionally,0,0,515622887,2019-02-03 12:03:45
NULL,sneaky-ninja,0,0,1436505884,2019-02-03 12:03:45
NULL,isnochys,0,0,28088114,2019-02-03 12:03:45
NULL,onlyprofitbot,0,0,78245432,2019-02-03 12:03:45
NULL,siditech,0,0,54169914,2019-02-03 12:03:45
NULL,lovejuice,0,0,78245432,2019-02-03 12:03:45
NULL,sleeplesswhale,0,0,455428541,2019-02-03 12:03:45
NULL,whalecreator,0,0,62195087,2019-02-03 12:03:45
NULL,joeparys,0,0,196616727,2019-02-03 12:03:45
NULL,jasimg,0,0,20063123,2019-02-03 12:03:45
NULL,kimzwarch,0,0,172537548,2019-02-03 12:03:45
NULL,nairadaddy,0,0,92290448,2019-02-03 12:03:45
NULL,rewardsonly,0,0,2006309,2019-02-03 12:03:45
NULL,smitop,0,0,16050443,2019-02-03 12:03:45
NULL,olegn,0,0,74233401,2019-02-03 12:03:45
NULL,marc-allaria,137,0,312982048,2019-02-03 12:03:45
NULL,phoenixdh,0,0,76239848,2019-02-03 12:03:45
NULL,djusti,0,0,54169970,2019-02-03 12:03:45
NULL,fun2learn,0,0,300946569,2019-02-03 12:03:45
NULL,ramsteem,0,0,6018891,2019-02-03 12:03:45
NULL,newmanjosue,0,0,319010611,2019-02-03 12:03:45
NULL,sliverwang,0,0,40125980,2019-02-03 12:03:45
NULL,steps,0,0,1396388669,2019-02-03 12:03:45
NULL,drisers,0,0,76239142,2019-02-03 12:03:45
NULL,aboutcoolscience,0,0,164516280,2019-02-03 12:03:45
NULL,veritasvav,0,0,62195310,2019-02-03 12:03:45
NULL,oleholya,27,0,54170273,2019-02-03 12:03:45
NULL,thebluewin,0,0,238749141,2019-02-03 12:03:45
NULL,xevil,0,0,2006297,2019-02-03 12:03:45
NULL,naideth,0,0,8025237,2019-02-03 12:03:45
NULL,frankvvv,53,0,112352753,2019-02-03 12:03:45
NULL,dj123,0,0,118372646,2019-02-03 12:03:45
NULL,mike50,0,0,2006311,2019-02-03 12:03:45
NULL,percygeorge,0,0,4012643,2019-02-03 12:03:45
NULL,ericosborne,125,0,256813408,2019-02-03 12:03:45
NULL,asena,0,0,4012600,2019-02-03 12:03:45
NULL,thenativeguy,0,0,8025249,2019-02-03 12:03:45
NULL,idikuci,54,0,202635768,2019-02-03 12:03:45
NULL,donasteem,0,0,4012589,2019-02-03 12:03:45
NULL,joannewong,27,0,54169979,2019-02-03 12:03:45
NULL,th3voter,0,0,14044186,2019-02-03 12:03:45
NULL,iaberius,0,0,2006306,2019-02-03 12:03:45
NULL,norgesarkaden,49,0,100314735,2019-02-03 12:03:45
NULL,madviking,0,0,8025240,2019-02-03 12:03:45
NULL,quicksnake,0,0,42132238,2019-02-03 12:03:45
NULL,wasimk87,0,0,86270909,2019-02-03 12:03:45
NULL,ontheway2017,0,0,38119583,2019-02-03 12:03:45
NULL,piandex,424,0,862723170,2019-02-03 12:03:45
NULL,tinowhale,0,0,8025178,2019-02-03 12:03:45
NULL,oracle-d,0,0,567349635247,2019-02-03 12:03:45
NULL,avina,34,0,70220958,2019-02-03 12:03:45
NULL,pignus,0,0,48151289,2019-02-03 12:03:45
NULL,tipu,78,0,38029320451,2019-02-03 12:03:45
NULL,fiducia,0,0,92290210,2019-02-03 12:03:45
NULL,mojo4you,0,0,172541215,2019-02-03 12:03:45
NULL,shawnvanderveer,0,0,116365220,2019-02-03 12:03:45
NULL,steem-d-anlovnit,93,0,946993548,2019-02-03 12:03:45
NULL,suciululia,0,0,8025200,2019-02-03 12:03:45
NULL,jhoni,0,0,4012592,2019-02-03 12:03:45
NULL,preferansist,0,0,34107358,2019-02-03 12:03:45
NULL,azmielbanjary,40,0,102321275,2019-02-03 12:03:45
NULL,happydaddyfr,0,0,2006305,2019-02-03 12:03:45
NULL,randomwanderings,214,0,483534161,2019-02-03 12:03:45
NULL,midlet,0,0,54169944,2019-02-03 12:03:45
NULL,adonisabril,445,1,1137573966,2019-02-03 12:03:45
NULL,daan,0,0,40122442,2019-02-03 12:03:45
NULL,carrioner,0,0,50157239,2019-02-03 12:03:45
NULL,drtarts,0,0,4012593,2019-02-03 12:03:45
NULL,eyman84,0,0,22069271,2019-02-03 12:03:45
NULL,thi-js,0,0,100315152,2019-02-03 12:03:45
NULL,benleo,0,0,158497888,2019-02-03 12:03:45
NULL,definethedollar,0,0,126397502,2019-02-03 12:03:45
NULL,dsocer,0,0,190598888,2019-02-03 12:03:45
NULL,steemersayu907,2187,6,4439940719,2019-02-03 12:03:45
NULL,bestone,0,0,48151326,2019-02-03 12:03:45
NULL,jahedkhan,0,0,6018874,2019-02-03 12:03:45
NULL,steem4all,0,0,38119720,2019-02-03 12:03:45
NULL,aishwarya,0,0,607908136,2019-02-03 12:03:45
NULL,celioeguga,0,0,36113383,2019-02-03 12:03:45
NULL,steemnsfw,0,0,2006294,2019-02-03 12:03:45
NULL,ctime,0,0,20062929,2019-02-03 12:03:45
NULL,akar-rumput,0,0,4012600,2019-02-03 12:03:45
NULL,nealmcspadden,0,0,10031611,2019-02-03 12:03:45
NULL,maiyude,0,0,10031534,2019-02-03 12:03:45
NULL,osmania,0,0,8025188,2019-02-03 12:03:45
NULL,hnub,0,0,2006300,2019-02-03 12:03:45
NULL,anthonydigital1,0,0,224706337,2019-02-03 12:03:45
NULL,ulfr,0,0,2042478671,2019-02-03 12:03:45
NULL,ryacha21,0,0,48151451,2019-02-03 12:03:45
NULL,gbd,0,0,266839662,2019-02-03 12:03:45
NULL,atukh09,0,0,22069428,2019-02-03 12:03:45
NULL,nigelmarkdias,0,0,399252373,2019-02-03 12:03:45
NULL,adamdonmez,0,0,132415980,2019-02-03 12:03:45
NULL,badmusgreene,0,0,10031539,2019-02-03 12:03:45
NULL,vonaurolacu,0,0,64201408,2019-02-03 12:03:45
NULL,soufiani,0,0,270852507,2019-02-03 12:03:45
NULL,promote.helper,0,0,1143599695,2019-02-03 12:03:45
NULL,richgang,691,1,1404416459,2019-02-03 12:03:45
NULL,ctime,0,0,6018878,2019-02-03 12:03:45
NULL,bodyscape,0,0,2006293,2019-02-03 12:03:45
NULL,upyourpost,0,0,14044050,2019-02-03 12:03:45
NULL,liuye,0,0,758382681,2019-02-03 12:03:45
NULL,mmmmkkkk311,0,0,698189918,2019-02-03 12:03:45
NULL,nv21089,0,0,130407206,2019-02-03 12:03:45
NULL,yann0975,0,0,357122091,2019-02-03 12:03:45
NULL,cheneats,0,0,16050345,2019-02-03 12:03:45
NULL,jatinhota,1573,4,3605311308,2019-02-03 12:03:45
NULL,atongis,143,0,505586281,2019-02-03 12:03:45
NULL,baiboua,553,1,1342212705,2019-02-03 12:03:45
NULL,chronocrypto,0,0,68214549,2019-02-03 12:03:45
NULL,morning,0,0,1426531331,2019-02-03 12:03:45
NULL,fantasycrypto,0,0,4012588,2019-02-03 12:03:45
NULL,iamevilradio,0,0,4012599,2019-02-03 12:03:45
NULL,suyutu,0,0,20063123,2019-02-03 12:03:45
NULL,sydneydqic9,0,0,8025313,2019-02-03 12:03:45
NULL,gvincentjosephm,0,0,10031531,2019-02-03 12:03:45
NULL,dirapa,0,0,190598342,2019-02-03 12:03:45
NULL,mikehamm,0,0,78245854,2019-02-03 12:03:45
NULL,nonsowrites,0,0,4012586,2019-02-03 12:03:45
NULL,habibb,0,0,122383927,2019-02-03 12:03:45
NULL,cooperfelix,0,0,2006292,2019-02-03 12:03:45
NULL,rainingfall,0,0,8025231,2019-02-03 12:03:45
NULL,c-cubed,2889,9,4365781216,2019-02-03 12:03:45
NULL,beverages,0,0,8025186,2019-02-03 12:03:45
NULL,paulmoon410,0,0,6018939,2019-02-03 12:03:45
NULL,terrylovejoy,0,0,8025172,2019-02-03 12:03:45
NULL,duarte9sousa,0,0,96304030,2019-02-03 12:03:45
NULL,kamyk,121,0,246774340,2019-02-03 12:03:45
NULL,dzentral,35,0,72227513,2019-02-03 12:03:45
NULL,sisygoboom,0,0,2006304,2019-02-03 12:03:45
NULL,calpeguvi,0,0,8025278,2019-02-03 12:03:45
NULL,saltycat,0,0,2006297,2019-02-03 12:03:45
NULL,yehey,0,0,6018878,2019-02-03 12:03:45
NULL,sunrock,0,0,18056682,2019-02-03 12:03:45
NULL,itypstylgesch,0,0,8025308,2019-02-03 12:03:45
NULL,edjag,0,0,6018918,2019-02-03 12:03:45
NULL,cha0s0000,0,0,28088161,2019-02-03 12:03:45
NULL,sydneyik6by,0,0,8025463,2019-02-03 12:03:45
NULL,mindscapephotos,0,0,4012610,2019-02-03 12:03:45
NULL,bijsfabriaswig,0,0,8025247,2019-02-03 12:03:45
NULL,dr-frankenstein,0,0,2006308,2019-02-03 12:03:45
NULL,markusmichael,0,0,2006300,2019-02-03 12:03:45
NULL,dissi,259,38,746502427,2019-02-03 12:03:45
NULL,agememnon,0,0,6018936,2019-02-03 12:03:45
NULL,charitybot,0,0,4012634,2019-02-03 12:03:45
NULL,kaidodaniel,0,0,2006304,2019-02-03 12:03:45
NULL,cryptonewsplus,600,1,1219835486,2019-02-03 12:03:45
NULL,share2steem,11,0,24075513,2019-02-03 12:03:45
NULL,afiqsejuk,0,0,42132444,2019-02-03 12:03:45
NULL,takowi,0,0,86270885,2019-02-03 12:03:45
NULL,haileyz,0,0,8025434,2019-02-03 12:03:45
NULL,mirzacho,58,0,182586916,2019-02-03 12:03:45
NULL,sugardash,0,0,188592523,2019-02-03 12:03:45
NULL,robin5581,0,0,4012600,2019-02-03 12:03:45
NULL,steemmonsters,3378,10,41506901343,2019-02-03 12:03:45
NULL,exzorltg,0,0,2006294,2019-02-03 12:03:45
NULL,tamala,0,0,18056656,2019-02-03 12:03:45
NULL,jjerryhan,0,0,22069271,2019-02-03 12:03:45
NULL,selfbuiltcamper,0,0,16050997,2019-02-03 12:03:45
NULL,cryptictruth,0,0,20063092,2019-02-03 12:03:45
NULL,clau2019,0,0,2006302,2019-02-03 12:03:45
NULL,hellroute,0,0,36113344,2019-02-03 12:03:45
NULL,treasurepark,0,0,18277708087,2019-02-03 12:03:45
NULL,rickriosgarr,0,0,12037811,2019-02-03 12:03:45
NULL,partiko,390,0,29143825791,2019-02-03 12:03:45
NULL,upmyvote,0,0,5571474900,2019-02-03 12:03:45
NULL,metallist,81,0,162510667,2019-02-03 12:03:45
NULL,alexko-steemit,0,0,321008763,2019-02-03 12:03:45
NULL,aniestudio,0,0,417331187,2019-02-03 12:03:45
NULL,ctime,0,0,100314636,2019-02-03 12:03:45
NULL,blinkybill,0,0,38119859,2019-02-03 12:03:45
NULL,superlotto,0,0,4012607,2019-02-03 12:03:45
NULL,dilshanahmed,58,0,116372111,2019-02-03 12:03:45
NULL,niello,0,0,24075731,2019-02-03 12:03:45
NULL,singing.beauty,0,0,22069278,2019-02-03 12:03:45
NULL,bumex2008,1483,4,3005447924,2019-02-03 12:03:45
NULL,ricardo993,0,0,4012592,2019-02-03 12:03:45
NULL,jonnyla08,0,0,32100691,2019-02-03 12:03:45
NULL,oliveira3379,0,0,4012596,2019-02-03 12:03:45
NULL,cliffpower,0,0,1195761524,2019-02-03 12:03:45
NULL,lucylin,32,0,64201423,2019-02-03 12:03:45
NULL,limelightmg,0,0,58182926,2019-02-03 12:03:45
NULL,positiveninja,0,0,24075630,2019-02-03 12:03:45
NULL,dragosroua,1201,3,3414715144,2019-02-03 12:03:45
NULL,arjimi,0,0,2006300,2019-02-03 12:03:45
NULL,toufiqurrahman32,579,0,1179702174,2019-02-03 12:03:45
NULL,chrissandoe,0,0,4012600,2019-02-03 12:03:45
NULL,fionasfavourites,332,0,672108171,2019-02-03 12:03:45
NULL,movingman,0,0,22069264,2019-02-03 12:03:45
NULL,costanza,879,2,1990244816,2019-02-03 12:03:45
NULL,upvote.follow,0,0,60189377,2019-02-03 12:03:45
NULL,paul-gillbanks,0,0,60188907,2019-02-03 12:03:45
NULL,arv1,0,0,977068714,2019-02-03 12:03:45
NULL,zygibo,0,0,16050427,2019-02-03 12:03:45
NULL,isakost,0,0,90283551,2019-02-03 12:03:45
